tool,project,status,stmt_pct,branch_pct,lb_pct,n_target_mods,n_tests,batches_failed
marta,PySnooper,ok,43.80165289256198,25.0,38.8719512195122,4,58,0
marta,ansible,ok,19.03148591419628,12.00568514338266,16.883116883116884,237,3077,2
marta,apimd,ok,33.00970873786408,14.333333333333334,26.134969325153374,2,35,0
marta,black,ok,42.69829503335804,24.555160142348754,37.362637362637365,6,103,0
marta,codetiming,ok,75.0,50.0,69.23076923076923,1,6,0
marta,cookiecutter,ok,37.06896551724138,22.321428571428573,32.26744186046512,5,27,0
marta,dataclasses-json,ok,47.52136752136752,30.37037037037037,42.10526315789474,4,39,0
marta,docstring_parser,ok,44.329896907216494,13.194444444444445,35.902255639097746,5,22,0
marta,flutes,ok,87.6,73.2394366197183,82.39795918367346,3,31,0
marta,flutils,ok,72.2520107238606,54.09356725146199,66.54411764705883,9,66,0
marta,httpie,ok,40.18445322793149,12.237093690248566,33.023027927486524,19,72,0
marta,isort,ok,78.0,38.46153846153846,72.1590909090909,2,17,0
marta,mimesis,ok,60.17937219730942,35.02994011976048,54.38233264320221,18,149,0
marta,py-backwards,ok,41.29213483146067,14.285714285714286,34.82905982905983,19,24,0
marta,pyMonet,ok,80.54298642533936,60.483870967741936,76.14840989399293,10,138,0
marta,pypara,ok,66.02031394275161,32.57142857142857,61.36724960254372,6,102,0
marta,python-semantic-release,ok,61.79245283018868,27.906976744186046,56.07843137254902,6,50,0
marta,python-string-utils,ok,89.57816377171216,85.625,88.45470692717585,3,79,0
marta,pytutils,ok,40.140845070422536,18.88888888888889,35.026737967914436,12,35,0
marta,sanic,ok,52.56410256410256,31.486880466472304,46.54454621149043,11,50,0
marta,sty,ok,75.75757575757575,63.04347826086956,71.72413793103448,2,23,0
marta,thefuck,ok,50.77433628318584,22.265625,44.48275862068966,32,83,0
marta,thonny,ok,24.344569288389515,8.482142857142858,19.65699208443272,3,24,0
marta,tornado,ok,49.494556765163296,21.48070907194995,41.886151231945625,13,199,0
marta,tqdm,ok,54.054054054054056,32.30769230769231,48.78957169459963,9,17,0
marta,typesystem,ok,48.38028169014085,28.340675477239355,41.8848167539267,10,128,0
marta,youtube-dl,ok,29.889669007021062,7.315389924085577,23.873459628471583,35,120,0
test4py_baseline,PySnooper,ok,50.6198347107438,33.72093023255814,46.1890243902439,4,24,0
test4py_baseline,ansible,ok,16.995028539863746,10.960622021570103,15.149810819102157,237,1890,3
test4py_baseline,apimd,ok,32.62135922330097,14.666666666666666,26.012269938650306,2,27,0
test4py_baseline,black,ok,31.94959229058562,11.565836298932384,25.954997383568813,6,93,0
test4py_baseline,codetiming,ok,65.0,0.0,50.0,1,5,0
test4py_baseline,cookiecutter,ok,33.62068965517241,23.214285714285715,30.232558139534884,5,14,0
test4py_baseline,dataclasses-json,ok,54.18803418803419,36.2962962962963,48.538011695906434,4,15,0
test4py_baseline,docstring_parser,ok,71.90721649484536,47.22222222222222,65.22556390977444,5,8,0
test4py_baseline,flutes,ok,82.0,54.225352112676056,71.93877551020408,3,38,0
test4py_baseline,flutils,ok,70.50938337801608,54.3859649122807,65.44117647058823,9,45,0
test4py_baseline,httpie,ok,31.357048748353098,7.648183556405353,25.28172464478197,19,63,0
test4py_baseline,isort,ok,68.0,46.15384615384615,64.77272727272727,2,13,0
test4py_baseline,mimesis,ok,48.34080717488789,26.646706586826348,43.34023464458247,18,71,0
test4py_baseline,py-backwards,ok,40.58988764044944,15.625,34.61538461538461,19,29,0
test4py_baseline,pyMonet,ok,83.710407239819,66.12903225806451,79.85865724381625,10,92,0
test4py_baseline,pypara,ok,66.29732225300093,34.857142857142854,61.92368839427663,6,72,0
test4py_baseline,python-semantic-release,ok,33.72641509433962,8.13953488372093,29.41176470588235,6,3,0
test4py_baseline,python-string-utils,ok,72.95285359801488,66.25,71.04795737122558,3,45,0
test4py_baseline,pytutils,ok,43.13380281690141,33.888888888888886,40.90909090909091,12,26,0
test4py_baseline,sanic,ok,59.44055944055944,35.56851311953353,52.622814321398835,11,101,0
test4py_baseline,sty,ok,61.61616161616162,36.95652173913044,53.793103448275865,2,12,0
test4py_baseline,thefuck,ok,39.93362831858407,16.015625,34.6551724137931,32,60,0
test4py_baseline,thonny,ok,25.093632958801496,9.821428571428571,20.58047493403694,3,30,0
test4py_baseline,tornado,ok,46.461897356143076,22.83628779979145,40.045312942509206,13,160,0
test4py_baseline,tqdm,ok,35.13513513513514,20.0,31.471135940409685,9,20,0
test4py_baseline,typesystem,ok,43.59154929577465,22.026431718061673,36.60161827701095,10,72,0
test4py_baseline,youtube-dl,ok,23.244734202607823,6.901311249137336,18.88909324995402,35,95,0
pynguin,PySnooper,ok,41.94214876033058,23.25581395348837,37.042682926829265,4,3,0
pynguin,ansible,ok,10.403240655496225,4.013042387760221,8.449227937416914,237,227,0
pynguin,apimd,ok,40.77669902912621,23.0,34.23312883435583,2,2,0
pynguin,black,ok,0.0,0.0,0.0,6,6,0
pynguin,codetiming,ok,97.5,91.66666666666667,96.15384615384616,1,1,0
pynguin,cookiecutter,ok,52.58620689655172,41.964285714285715,49.127906976744185,5,5,0
pynguin,dataclasses-json,ok,35.8974358974359,12.962962962962964,28.65497076023392,4,3,0
pynguin,docstring_parser,ok,60.56701030927835,35.416666666666664,53.7593984962406,5,5,0
pynguin,flutes,ok,88.0,61.971830985915496,78.57142857142857,3,3,0
pynguin,flutils,ok,36.32707774798928,24.853801169590643,32.720588235294116,9,7,0
pynguin,httpie,ok,54.01844532279315,23.135755258126196,46.10485056344929,19,19,0
pynguin,isort,ok,90.66666666666667,73.07692307692308,88.06818181818181,2,2,0
pynguin,mimesis,ok,95.15695067264573,86.52694610778443,93.16770186335404,18,18,0
pynguin,py-backwards,ok,38.20224719101124,9.821428571428571,31.41025641025641,19,18,0
